audit_tolerance,operating_threshold,operational_step_change,audit_boundary_step_change,operating_threshold_step_size,audit_tolerance_step_size,dataset,model,protected_attribute,fairness_metric
0.09,0.6,0.19,0.12,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.09,0.65,0.11000000000000001,0.07999999999999999,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.09,0.7,0.09,0.019999999999999997,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.1,0.3,,0.24,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.1,0.35,0.10999999999999999,0.15000000000000002,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.1,0.4,0.06999999999999995,0.09999999999999998,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.1,0.45,0.029999999999999916,0.10999999999999999,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.1,0.5,0.15000000000000002,0.14,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.1,0.55,0.16000000000000003,0.15999999999999998,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.1,0.6,0.24,0.10999999999999999,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.1,0.65,0.13999999999999999,0.08000000000000002,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.1,0.7,0.07,0.1,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.11,0.3,,0.08999999999999997,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.11,0.35,0.13,0.10999999999999999,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.11,0.4,0.0,0.040000000000000036,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.11,0.45,0.040000000000000036,0.029999999999999916,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.11,0.5,0.06999999999999995,0.10999999999999999,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.11,0.55,0.17000000000000004,0.09999999999999998,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.11,0.6,0.18999999999999995,0.15000000000000002,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.11,0.65,0.21000000000000002,0.07999999999999999,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.11,0.7,0.07,0.07999999999999999,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.12,0.3,,0.07999999999999996,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.12,0.35,0.06000000000000005,0.010000000000000009,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.12,0.4,0.0,0.010000000000000009,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.12,0.45,0.020000000000000018,0.030000000000000027,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.12,0.5,0.04999999999999993,0.050000000000000044,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.12,0.55,0.13,0.09000000000000008,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.12,0.6,0.17000000000000004,0.10999999999999999,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.12,0.65,0.16999999999999998,0.15000000000000002,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.12,0.7,0.10000000000000003,0.12,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.13,0.3,,0.06000000000000005,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.13,0.35,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.13,0.4,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.13,0.45,0.0,0.020000000000000018,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.13,0.5,0.040000000000000036,0.029999999999999916,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.13,0.55,0.05999999999999994,0.09999999999999998,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.13,0.6,0.10999999999999999,0.16000000000000003,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.13,0.65,0.12,0.21000000000000002,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.13,0.7,0.15000000000000002,0.16000000000000003,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.14,0.3,,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.14,0.35,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.14,0.4,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.14,0.45,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.14,0.5,0.0,0.040000000000000036,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.14,0.55,0.040000000000000036,0.05999999999999994,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.14,0.6,0.04999999999999993,0.12,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.14,0.65,0.08000000000000007,0.15999999999999992,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.14,0.7,0.15999999999999992,0.15000000000000002,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.15,0.3,,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.15,0.35,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.15,0.4,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.15,0.45,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.15,0.5,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.15,0.55,0.010000000000000009,0.030000000000000027,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.15,0.6,0.040000000000000036,0.039999999999999925,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.15,0.65,0.05999999999999994,0.06000000000000005,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.15,0.7,0.09999999999999998,0.12,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.16,0.3,,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.16,0.35,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.16,0.4,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.16,0.45,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.16,0.5,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.16,0.55,0.010000000000000009,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.16,0.6,0.030000000000000027,0.010000000000000009,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.16,0.65,0.039999999999999925,0.030000000000000027,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.16,0.7,0.020000000000000018,0.10999999999999999,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.17,0.3,,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.17,0.35,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.17,0.4,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.17,0.45,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.17,0.5,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.17,0.55,0.0,0.010000000000000009,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.17,0.6,0.010000000000000009,0.030000000000000027,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.17,0.65,0.010000000000000009,0.05999999999999994,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.17,0.7,0.040000000000000036,0.039999999999999925,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.18,0.3,,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.18,0.35,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.18,0.4,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.18,0.45,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.18,0.5,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.18,0.55,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.18,0.6,0.0,0.010000000000000009,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.18,0.65,0.0,0.020000000000000018,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.18,0.7,0.040000000000000036,0.020000000000000018,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.19,0.3,,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.19,0.35,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.19,0.4,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.19,0.45,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.19,0.5,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.19,0.55,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.19,0.6,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.19,0.65,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.19,0.7,0.020000000000000018,0.020000000000000018,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.2,0.3,,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.2,0.35,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.2,0.4,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.2,0.45,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.2,0.5,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.2,0.55,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.2,0.6,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.2,0.65,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.2,0.7,0.010000000000000009,0.010000000000000009,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.21,0.3,,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.21,0.35,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.21,0.4,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.21,0.45,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.21,0.5,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.21,0.55,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.21,0.6,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.21,0.65,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.21,0.7,0.0,0.010000000000000009,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.22,0.3,,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.22,0.35,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.22,0.4,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.22,0.45,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.22,0.5,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.22,0.55,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.22,0.6,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.22,0.65,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.22,0.7,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.23,0.3,,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.23,0.35,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.23,0.4,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.23,0.45,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.23,0.5,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.23,0.55,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.23,0.6,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.23,0.65,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.23,0.7,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.24,0.3,,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.24,0.35,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.24,0.4,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.24,0.45,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.24,0.5,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.24,0.55,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.24,0.6,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.24,0.65,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.24,0.7,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.25,0.3,,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.25,0.35,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.25,0.4,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.25,0.45,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.25,0.5,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.25,0.55,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.25,0.6,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.25,0.65,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.25,0.7,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.26,0.3,,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.26,0.35,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.26,0.4,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.26,0.45,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.26,0.5,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.26,0.55,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.26,0.6,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.26,0.65,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.26,0.7,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.27,0.3,,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.27,0.35,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.27,0.4,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.27,0.45,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.27,0.5,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.27,0.55,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.27,0.6,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.27,0.65,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.27,0.7,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.28,0.3,,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.28,0.35,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.28,0.4,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.28,0.45,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.28,0.5,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.28,0.55,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.28,0.6,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.28,0.65,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.28,0.7,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.29,0.3,,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.29,0.35,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.29,0.4,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.29,0.45,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.29,0.5,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.29,0.55,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.29,0.6,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.29,0.65,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.29,0.7,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.3,0.3,,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.3,0.35,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.3,0.4,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.3,0.45,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.3,0.5,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.3,0.55,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.3,0.6,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.3,0.65,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.3,0.7,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,hist_gradient_boosting,sex,equalized_odds_violation
0.0,0.3,,,0.04999999999999999,0.010000000000000005,acs_income,logistic_regression,race,dpd_violation
0.0,0.35,0.0,,0.04999999999999999,0.010000000000000005,acs_income,logistic_regression,race,dpd_violation
0.0,0.4,0.0,,0.04999999999999999,0.010000000000000005,acs_income,logistic_regression,race,dpd_violation
0.0,0.45,0.0,,0.04999999999999999,0.010000000000000005,acs_income,logistic_regression,race,dpd_violation
0.0,0.5,0.0,,0.04999999999999999,0.010000000000000005,acs_income,logistic_regression,race,dpd_violation
0.0,0.55,0.0,,0.04999999999999999,0.010000000000000005,acs_income,logistic_regression,race,dpd_violation
0.0,0.6,0.0,,0.04999999999999999,0.010000000000000005,acs_income,logistic_regression,race,dpd_violation
0.0,0.65,0.0,,0.04999999999999999,0.010000000000000005,acs_income,logistic_regression,race,dpd_violation
0.0,0.7,0.0,,0.04999999999999999,0.010000000000000005,acs_income,logistic_regression,race,dpd_violation
0.01,0.3,,0.0,0.04999999999999999,0.010000000000000005,acs_income,logistic_regression,race,dpd_violation
0.01,0.35,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,logistic_regression,race,dpd_violation
0.01,0.4,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,logistic_regression,race,dpd_violation
0.01,0.45,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,logistic_regression,race,dpd_violation
0.01,0.5,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,logistic_regression,race,dpd_violation
0.01,0.55,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,logistic_regression,race,dpd_violation
0.01,0.6,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,logistic_regression,race,dpd_violation
0.01,0.65,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,logistic_regression,race,dpd_violation
0.01,0.7,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,logistic_regression,race,dpd_violation
0.02,0.3,,0.0,0.04999999999999999,0.010000000000000005,acs_income,logistic_regression,race,dpd_violation
0.02,0.35,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,logistic_regression,race,dpd_violation
0.02,0.4,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,logistic_regression,race,dpd_violation
0.02,0.45,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,logistic_regression,race,dpd_violation
0.02,0.5,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,logistic_regression,race,dpd_violation
0.02,0.55,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,logistic_regression,race,dpd_violation
0.02,0.6,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,logistic_regression,race,dpd_violation
0.02,0.65,0.0,0.0,0.04999999999999999,0.010000000000000005,acs_income,logistic_regression,race,dpd_violation
