dataset,model,protected_attribute,fairness_metric,audit_tolerance,p,n_retrainings,mean_violation,sd_violation,mean_min_group_n,mean_min_positive_group_n,mean_min_negative_group_n,verdict_instability,sd_accuracy,sd_auroc,sd_f1,mean_accuracy,mean_auroc,audit_family,effective_support_n,log_effective_support_n,boundary_distance,standardized_boundary_distance,vi_scaled,unstable_region
acs_income,hist_gradient_boosting,race,dpd_violation,0.1,0.35,100,0.10711646966968644,0.016245647013749222,1138.78,412.75,726.03,0.45499999999999996,0.007059134541243758,0.005774328388784498,0.009057520660681712,0.8095600000000001,0.8902881034406769,acs_income__hist_gradient_boosting__race__dpd_violation,1138.78,7.03859054030889,0.007116469669686432,0.4380539392283687,0.9099999999999999,1
acs_income,hist_gradient_boosting,race,dpd_violation,0.11,0.61,100,0.10711646966968644,0.016245647013749222,1138.78,412.75,726.03,0.4758,0.007059134541243758,0.005774328388784498,0.009057520660681712,0.8095600000000001,0.8902881034406769,acs_income__hist_gradient_boosting__race__dpd_violation,1138.78,7.03859054030889,0.0028835303303135634,0.17749556714319456,0.9516,1
acs_income,hist_gradient_boosting,race,dpd_violation,0.12,0.79,100,0.10711646966968644,0.016245647013749222,1138.78,412.75,726.03,0.3318,0.007059134541243758,0.005774328388784498,0.009057520660681712,0.8095600000000001,0.8902881034406769,acs_income__hist_gradient_boosting__race__dpd_violation,1138.78,7.03859054030889,0.012883530330313558,0.7930450735147578,0.6636,1
acs_income,hist_gradient_boosting,race,dpd_violation,0.13,0.92,100,0.10711646966968644,0.016245647013749222,1138.78,412.75,726.03,0.14719999999999994,0.007059134541243758,0.005774328388784498,0.009057520660681712,0.8095600000000001,0.8902881034406769,acs_income__hist_gradient_boosting__race__dpd_violation,1138.78,7.03859054030889,0.022883530330313567,1.408594579886322,0.2943999999999999,0
acs_income,hist_gradient_boosting,race,dpd_violation,0.14,0.96,100,0.10711646966968644,0.016245647013749222,1138.78,412.75,726.03,0.07680000000000006,0.007059134541243758,0.005774328388784498,0.009057520660681712,0.8095600000000001,0.8902881034406769,acs_income__hist_gradient_boosting__race__dpd_violation,1138.78,7.03859054030889,0.032883530330313576,2.0241440862578863,0.15360000000000013,0
acs_income,hist_gradient_boosting,race,dpd_violation,0.15,0.99,100,0.10711646966968644,0.016245647013749222,1138.78,412.75,726.03,0.01980000000000002,0.007059134541243758,0.005774328388784498,0.009057520660681712,0.8095600000000001,0.8902881034406769,acs_income__hist_gradient_boosting__race__dpd_violation,1138.78,7.03859054030889,0.04288353033031356,2.6396935926294485,0.03960000000000004,0
acs_income,hist_gradient_boosting,race,dpd_violation,0.16,1.0,100,0.10711646966968644,0.016245647013749222,1138.78,412.75,726.03,0.0,0.007059134541243758,0.005774328388784498,0.009057520660681712,0.8095600000000001,0.8902881034406769,acs_income__hist_gradient_boosting__race__dpd_violation,1138.78,7.03859054030889,0.052883530330313566,3.255243099001013,0.0,0
acs_income,hist_gradient_boosting,race,dpd_violation,0.17,1.0,100,0.10711646966968644,0.016245647013749222,1138.78,412.75,726.03,0.0,0.007059134541243758,0.005774328388784498,0.009057520660681712,0.8095600000000001,0.8902881034406769,acs_income__hist_gradient_boosting__race__dpd_violation,1138.78,7.03859054030889,0.06288353033031358,3.8707926053725767,0.0,0
acs_income,hist_gradient_boosting,race,dpd_violation,0.18,1.0,100,0.10711646966968644,0.016245647013749222,1138.78,412.75,726.03,0.0,0.007059134541243758,0.005774328388784498,0.009057520660681712,0.8095600000000001,0.8902881034406769,acs_income__hist_gradient_boosting__race__dpd_violation,1138.78,7.03859054030889,0.07288353033031356,4.486342111744139,0.0,0
acs_income,hist_gradient_boosting,race,dpd_violation,0.19,1.0,100,0.10711646966968644,0.016245647013749222,1138.78,412.75,726.03,0.0,0.007059134541243758,0.005774328388784498,0.009057520660681712,0.8095600000000001,0.8902881034406769,acs_income__hist_gradient_boosting__race__dpd_violation,1138.78,7.03859054030889,0.08288353033031357,5.101891618115704,0.0,0
acs_income,hist_gradient_boosting,race,dpd_violation,0.2,1.0,100,0.10711646966968644,0.016245647013749222,1138.78,412.75,726.03,0.0,0.007059134541243758,0.005774328388784498,0.009057520660681712,0.8095600000000001,0.8902881034406769,acs_income__hist_gradient_boosting__race__dpd_violation,1138.78,7.03859054030889,0.09288353033031357,5.717441124487268,0.0,0
acs_income,hist_gradient_boosting,race,dpd_violation,0.21,1.0,100,0.10711646966968644,0.016245647013749222,1138.78,412.75,726.03,0.0,0.007059134541243758,0.005774328388784498,0.009057520660681712,0.8095600000000001,0.8902881034406769,acs_income__hist_gradient_boosting__race__dpd_violation,1138.78,7.03859054030889,0.10288353033031356,6.33299063085883,0.0,0
acs_income,hist_gradient_boosting,race,dpd_violation,0.22,1.0,100,0.10711646966968644,0.016245647013749222,1138.78,412.75,726.03,0.0,0.007059134541243758,0.005774328388784498,0.009057520660681712,0.8095600000000001,0.8902881034406769,acs_income__hist_gradient_boosting__race__dpd_violation,1138.78,7.03859054030889,0.11288353033031356,6.948540137230394,0.0,0
acs_income,hist_gradient_boosting,race,dpd_violation,0.23,1.0,100,0.10711646966968644,0.016245647013749222,1138.78,412.75,726.03,0.0,0.007059134541243758,0.005774328388784498,0.009057520660681712,0.8095600000000001,0.8902881034406769,acs_income__hist_gradient_boosting__race__dpd_violation,1138.78,7.03859054030889,0.12288353033031357,7.5640896436019585,0.0,0
acs_income,hist_gradient_boosting,race,dpd_violation,0.24,1.0,100,0.10711646966968644,0.016245647013749222,1138.78,412.75,726.03,0.0,0.007059134541243758,0.005774328388784498,0.009057520660681712,0.8095600000000001,0.8902881034406769,acs_income__hist_gradient_boosting__race__dpd_violation,1138.78,7.03859054030889,0.13288353033031355,8.179639149973521,0.0,0
acs_income,hist_gradient_boosting,race,dpd_violation,0.25,1.0,100,0.10711646966968644,0.016245647013749222,1138.78,412.75,726.03,0.0,0.007059134541243758,0.005774328388784498,0.009057520660681712,0.8095600000000001,0.8902881034406769,acs_income__hist_gradient_boosting__race__dpd_violation,1138.78,7.03859054030889,0.14288353033031356,8.795188656345085,0.0,0
acs_income,hist_gradient_boosting,race,dpd_violation,0.26,1.0,100,0.10711646966968644,0.016245647013749222,1138.78,412.75,726.03,0.0,0.007059134541243758,0.005774328388784498,0.009057520660681712,0.8095600000000001,0.8902881034406769,acs_income__hist_gradient_boosting__race__dpd_violation,1138.78,7.03859054030889,0.15288353033031357,9.41073816271665,0.0,0
acs_income,hist_gradient_boosting,race,dpd_violation,0.27,1.0,100,0.10711646966968644,0.016245647013749222,1138.78,412.75,726.03,0.0,0.007059134541243758,0.005774328388784498,0.009057520660681712,0.8095600000000001,0.8902881034406769,acs_income__hist_gradient_boosting__race__dpd_violation,1138.78,7.03859054030889,0.16288353033031358,10.026287669088212,0.0,0
acs_income,hist_gradient_boosting,race,dpd_violation,0.28,1.0,100,0.10711646966968644,0.016245647013749222,1138.78,412.75,726.03,0.0,0.007059134541243758,0.005774328388784498,0.009057520660681712,0.8095600000000001,0.8902881034406769,acs_income__hist_gradient_boosting__race__dpd_violation,1138.78,7.03859054030889,0.1728835303303136,10.641837175459777,0.0,0
acs_income,hist_gradient_boosting,race,dpd_violation,0.29,1.0,100,0.10711646966968644,0.016245647013749222,1138.78,412.75,726.03,0.0,0.007059134541243758,0.005774328388784498,0.009057520660681712,0.8095600000000001,0.8902881034406769,acs_income__hist_gradient_boosting__race__dpd_violation,1138.78,7.03859054030889,0.18288353033031354,11.257386681831338,0.0,0
acs_income,hist_gradient_boosting,race,dpd_violation,0.3,1.0,100,0.10711646966968644,0.016245647013749222,1138.78,412.75,726.03,0.0,0.007059134541243758,0.005774328388784498,0.009057520660681712,0.8095600000000001,0.8902881034406769,acs_income__hist_gradient_boosting__race__dpd_violation,1138.78,7.03859054030889,0.19288353033031355,11.872936188202901,0.0,0
acs_income,hist_gradient_boosting,race,dpr_violation,0.0,0.0,100,0.23721971095264974,0.032868822899374116,1138.78,412.75,726.03,0.0,0.007059134541243758,0.005774328388784498,0.009057520660681712,0.8095600000000001,0.8902881034406769,acs_income__hist_gradient_boosting__race__dpr_violation,1138.78,7.03859054030889,0.23721971095264974,7.217164778881292,0.0,0
acs_income,hist_gradient_boosting,race,dpr_violation,0.010000000000000009,0.0,100,0.23721971095264974,0.032868822899374116,1138.78,412.75,726.03,0.0,0.007059134541243758,0.005774328388784498,0.009057520660681712,0.8095600000000001,0.8902881034406769,acs_income__hist_gradient_boosting__race__dpr_violation,1138.78,7.03859054030889,0.22721971095264973,6.912925103775968,0.0,0
acs_income,hist_gradient_boosting,race,dpr_violation,0.020000000000000018,0.0,100,0.23721971095264974,0.032868822899374116,1138.78,412.75,726.03,0.0,0.007059134541243758,0.005774328388784498,0.009057520660681712,0.8095600000000001,0.8902881034406769,acs_income__hist_gradient_boosting__race__dpr_violation,1138.78,7.03859054030889,0.21721971095264972,6.608685428670644,0.0,0
acs_income,hist_gradient_boosting,race,dpr_violation,0.030000000000000027,0.0,100,0.23721971095264974,0.032868822899374116,1138.78,412.75,726.03,0.0,0.007059134541243758,0.005774328388784498,0.009057520660681712,0.8095600000000001,0.8902881034406769,acs_income__hist_gradient_boosting__race__dpr_violation,1138.78,7.03859054030889,0.2072197109526497,6.304445753565321,0.0,0
acs_income,hist_gradient_boosting,race,dpr_violation,0.040000000000000036,0.0,100,0.23721971095264974,0.032868822899374116,1138.78,412.75,726.03,0.0,0.007059134541243758,0.005774328388784498,0.009057520660681712,0.8095600000000001,0.8902881034406769,acs_income__hist_gradient_boosting__race__dpr_violation,1138.78,7.03859054030889,0.1972197109526497,6.000206078459997,0.0,0
acs_income,hist_gradient_boosting,race,dpr_violation,0.050000000000000044,0.0,100,0.23721971095264974,0.032868822899374116,1138.78,412.75,726.03,0.0,0.007059134541243758,0.005774328388784498,0.009057520660681712,0.8095600000000001,0.8902881034406769,acs_income__hist_gradient_boosting__race__dpr_violation,1138.78,7.03859054030889,0.1872197109526497,5.695966403354673,0.0,0
acs_income,hist_gradient_boosting,race,dpr_violation,0.06000000000000005,0.0,100,0.23721971095264974,0.032868822899374116,1138.78,412.75,726.03,0.0,0.007059134541243758,0.005774328388784498,0.009057520660681712,0.8095600000000001,0.8902881034406769,acs_income__hist_gradient_boosting__race__dpr_violation,1138.78,7.03859054030889,0.17721971095264968,5.391726728249349,0.0,0
acs_income,hist_gradient_boosting,race,dpr_violation,0.06999999999999995,0.0,100,0.23721971095264974,0.032868822899374116,1138.78,412.75,726.03,0.0,0.007059134541243758,0.005774328388784498,0.009057520660681712,0.8095600000000001,0.8902881034406769,acs_income__hist_gradient_boosting__race__dpr_violation,1138.78,7.03859054030889,0.16721971095264979,5.087487053144028,0.0,0
acs_income,hist_gradient_boosting,race,dpr_violation,0.07999999999999996,0.0,100,0.23721971095264974,0.032868822899374116,1138.78,412.75,726.03,0.0,0.007059134541243758,0.005774328388784498,0.009057520660681712,0.8095600000000001,0.8902881034406769,acs_income__hist_gradient_boosting__race__dpr_violation,1138.78,7.03859054030889,0.15721971095264978,4.783247378038705,0.0,0
