audit_tolerance,operating_threshold,operational_sensitivity,governance_boundary_sensitivity,dataset,model,protected_attribute,fairness_metric
0.32999999999999996,0.65,0.20000000000000004,0.49999999999999956,adult,hist_gradient_boosting,race,dpr_violation
0.32999999999999996,0.7,0.6000000000000008,3.4999999999999973,adult,hist_gradient_boosting,race,dpr_violation
0.33999999999999997,0.3,0.20000000000000004,0.49999999999999956,adult,hist_gradient_boosting,race,dpr_violation
0.33999999999999997,0.35,0.09999999999999996,0.0,adult,hist_gradient_boosting,race,dpr_violation
0.33999999999999997,0.4,0.0,0.0,adult,hist_gradient_boosting,race,dpr_violation
0.33999999999999997,0.45,0.0,0.0,adult,hist_gradient_boosting,race,dpr_violation
0.33999999999999997,0.5,0.0,0.49999999999999956,adult,hist_gradient_boosting,race,dpr_violation
0.33999999999999997,0.55,0.10000000000000002,0.0,adult,hist_gradient_boosting,race,dpr_violation
0.33999999999999997,0.6,0.10000000000000002,0.0,adult,hist_gradient_boosting,race,dpr_violation
0.33999999999999997,0.65,0.6000000000000001,0.49999999999999956,adult,hist_gradient_boosting,race,dpr_violation
0.33999999999999997,0.7,1.2000000000000015,1.9999999999999982,adult,hist_gradient_boosting,race,dpr_violation
0.35,0.3,0.0,0.9999999999999991,adult,hist_gradient_boosting,race,dpr_violation
0.35,0.35,0.0,0.49999999999999956,adult,hist_gradient_boosting,race,dpr_violation
0.35,0.4,0.0,1.4999999999999987,adult,hist_gradient_boosting,race,dpr_violation
0.35,0.45,0.10000000000000002,0.999999999999999,adult,hist_gradient_boosting,race,dpr_violation
0.35,0.5,0.0,0.999999999999999,adult,hist_gradient_boosting,race,dpr_violation
0.35,0.55,0.0,0.999999999999999,adult,hist_gradient_boosting,race,dpr_violation
0.35,0.6,0.10000000000000002,0.0,adult,hist_gradient_boosting,race,dpr_violation
0.35,0.65,0.6000000000000001,0.9999999999999991,adult,hist_gradient_boosting,race,dpr_violation
0.35,0.7,1.2000000000000015,0.0,adult,hist_gradient_boosting,race,dpr_violation
0.36,0.3,0.0,0.49999999999999956,adult,hist_gradient_boosting,race,dpr_violation
0.36,0.35,0.19999999999999993,0.49999999999999956,adult,hist_gradient_boosting,race,dpr_violation
0.36,0.4,0.09999999999999995,1.9999999999999982,adult,hist_gradient_boosting,race,dpr_violation
0.36,0.45,0.10000000000000005,1.4999999999999987,adult,hist_gradient_boosting,race,dpr_violation
0.36,0.5,0.0,1.499999999999999,adult,hist_gradient_boosting,race,dpr_violation
0.36,0.55,0.1,1.9999999999999982,adult,hist_gradient_boosting,race,dpr_violation
0.36,0.6,0.10000000000000005,1.499999999999999,adult,hist_gradient_boosting,race,dpr_violation
0.36,0.65,0.6000000000000001,1.999999999999998,adult,hist_gradient_boosting,race,dpr_violation
0.36,0.7,0.800000000000001,0.0,adult,hist_gradient_boosting,race,dpr_violation
0.37,0.3,0.0,1.499999999999999,adult,hist_gradient_boosting,race,dpr_violation
0.37,0.35,0.29999999999999993,0.4999999999999995,adult,hist_gradient_boosting,race,dpr_violation
0.37,0.4,0.19999999999999993,1.499999999999999,adult,hist_gradient_boosting,race,dpr_violation
0.37,0.45,0.0,2.9999999999999973,adult,hist_gradient_boosting,race,dpr_violation
0.37,0.5,0.09999999999999999,1.9999999999999987,adult,hist_gradient_boosting,race,dpr_violation
0.37,0.55,0.0,2.499999999999998,adult,hist_gradient_boosting,race,dpr_violation
0.37,0.6,0.09999999999999998,3.4999999999999964,adult,hist_gradient_boosting,race,dpr_violation
0.37,0.65,0.30000000000000004,2.499999999999998,adult,hist_gradient_boosting,race,dpr_violation
0.37,0.7,0.40000000000000063,0.49999999999999933,adult,hist_gradient_boosting,race,dpr_violation
0.38,0.3,0.4000000000000002,4.999999999999996,adult,hist_gradient_boosting,race,dpr_violation
0.38,0.35,0.19999999999999998,3.9999999999999964,adult,hist_gradient_boosting,race,dpr_violation
0.38,0.4,0.5999999999999998,1.4999999999999987,adult,hist_gradient_boosting,race,dpr_violation
0.38,0.45,0.0,4.499999999999996,adult,hist_gradient_boosting,race,dpr_violation
0.38,0.5,0.09999999999999992,2.499999999999998,adult,hist_gradient_boosting,race,dpr_violation
0.38,0.55,0.19999999999999996,2.499999999999998,adult,hist_gradient_boosting,race,dpr_violation
0.38,0.6,0.09999999999999998,2.9999999999999973,adult,hist_gradient_boosting,race,dpr_violation
0.38,0.65,0.0,1.9999999999999987,adult,hist_gradient_boosting,race,dpr_violation
0.38,0.7,0.0,0.9999999999999993,adult,hist_gradient_boosting,race,dpr_violation
0.39,0.3,0.3999999999999999,4.999999999999996,adult,hist_gradient_boosting,race,dpr_violation
0.39,0.35,0.3999999999999998,6.499999999999995,adult,hist_gradient_boosting,race,dpr_violation
0.39,0.4,0.2999999999999999,4.499999999999996,adult,hist_gradient_boosting,race,dpr_violation
0.39,0.45,0.2000000000000001,3.9999999999999973,adult,hist_gradient_boosting,race,dpr_violation
0.39,0.5,0.2999999999999999,3.999999999999996,adult,hist_gradient_boosting,race,dpr_violation
0.39,0.55,0.09999999999999998,2.999999999999998,adult,hist_gradient_boosting,race,dpr_violation
0.39,0.6,0.0,2.4999999999999987,adult,hist_gradient_boosting,race,dpr_violation
0.39,0.65,0.09999999999999998,3.4999999999999973,adult,hist_gradient_boosting,race,dpr_violation
0.39,0.7,0.0,2.4999999999999987,adult,hist_gradient_boosting,race,dpr_violation
0.4,0.3,0.20000000000000023,2.9999999999999973,adult,hist_gradient_boosting,race,dpr_violation
0.4,0.35,0.10000000000000006,5.999999999999995,adult,hist_gradient_boosting,race,dpr_violation
0.4,0.4,0.10000000000000006,7.999999999999993,adult,hist_gradient_boosting,race,dpr_violation
0.4,0.45,0.10000000000000012,3.9999999999999973,adult,hist_gradient_boosting,race,dpr_violation
0.4,0.5,0.2999999999999999,4.999999999999995,adult,hist_gradient_boosting,race,dpr_violation
0.4,0.55,0.09999999999999984,3.9999999999999973,adult,hist_gradient_boosting,race,dpr_violation
0.4,0.6,0.19999999999999996,2.9999999999999987,adult,hist_gradient_boosting,race,dpr_violation
0.4,0.65,0.0,5.999999999999995,adult,hist_gradient_boosting,race,dpr_violation
0.4,0.7,0.40000000000000036,3.9999999999999973,adult,hist_gradient_boosting,race,dpr_violation
0.0,0.3,0.0,5.0,adult,hist_gradient_boosting,race,eod_violation
0.0,0.35,0.0,6.0,adult,hist_gradient_boosting,race,eod_violation
0.0,0.4,0.0,3.0,adult,hist_gradient_boosting,race,eod_violation
0.0,0.45,0.0,4.0,adult,hist_gradient_boosting,race,eod_violation
0.0,0.5,0.0,4.0,adult,hist_gradient_boosting,race,eod_violation
0.0,0.55,0.0,5.0,adult,hist_gradient_boosting,race,eod_violation
0.0,0.6,0.0,6.0,adult,hist_gradient_boosting,race,eod_violation
0.0,0.65,0.0,5.0,adult,hist_gradient_boosting,race,eod_violation
0.0,0.7,0.0,9.0,adult,hist_gradient_boosting,race,eod_violation
0.01,0.3,0.19999999999999996,6.0,adult,hist_gradient_boosting,race,eod_violation
0.01,0.35,0.19999999999999998,5.0,adult,hist_gradient_boosting,race,eod_violation
0.01,0.4,0.1999999999999999,5.5,adult,hist_gradient_boosting,race,eod_violation
0.01,0.45,0.10000000000000005,5.5,adult,hist_gradient_boosting,race,eod_violation
0.01,0.5,0.09999999999999999,4.0,adult,hist_gradient_boosting,race,eod_violation
0.01,0.55,0.2,5.0,adult,hist_gradient_boosting,race,eod_violation
0.01,0.6,0.0,5.5,adult,hist_gradient_boosting,race,eod_violation
0.01,0.65,0.30000000000000004,6.5,adult,hist_gradient_boosting,race,eod_violation
0.01,0.7,0.8000000000000009,7.000000000000001,adult,hist_gradient_boosting,race,eod_violation
0.02,0.3,0.3999999999999999,5.0,adult,hist_gradient_boosting,race,eod_violation
0.02,0.35,0.09999999999999992,7.000000000000002,adult,hist_gradient_boosting,race,eod_violation
0.02,0.4,0.09999999999999992,6.500000000000001,adult,hist_gradient_boosting,race,eod_violation
0.02,0.45,0.30000000000000004,5.5,adult,hist_gradient_boosting,race,eod_violation
0.02,0.5,0.09999999999999992,3.500000000000001,adult,hist_gradient_boosting,race,eod_violation
0.02,0.55,0.30000000000000004,4.500000000000001,adult,hist_gradient_boosting,race,eod_violation
0.02,0.6,0.30000000000000004,6.500000000000001,adult,hist_gradient_boosting,race,eod_violation
0.02,0.65,0.3000000000000002,9.500000000000002,adult,hist_gradient_boosting,race,eod_violation
0.02,0.7,0.20000000000000046,7.500000000000001,adult,hist_gradient_boosting,race,eod_violation
0.03,0.3,1.0000000000000007,7.000000000000001,adult,hist_gradient_boosting,race,eod_violation
0.03,0.35,0.10000000000000006,8.0,adult,hist_gradient_boosting,race,eod_violation
0.03,0.4,0.5,6.5,adult,hist_gradient_boosting,race,eod_violation
0.03,0.45,0.5000000000000001,4.999999999999999,adult,hist_gradient_boosting,race,eod_violation
0.03,0.5,0.09999999999999978,6.0,adult,hist_gradient_boosting,race,eod_violation
0.03,0.55,0.8000000000000002,6.5,adult,hist_gradient_boosting,race,eod_violation
0.03,0.6,1.0,6.0,adult,hist_gradient_boosting,race,eod_violation
0.03,0.65,0.5,10.0,adult,hist_gradient_boosting,race,eod_violation
0.03,0.7,0.0,8.499999999999998,adult,hist_gradient_boosting,race,eod_violation
0.04,0.3,0.0,9.999999999999996,adult,hist_gradient_boosting,race,eod_violation
0.04,0.35,0.20000000000000012,8.499999999999998,adult,hist_gradient_boosting,race,eod_violation
0.04,0.4,0.5,10.499999999999998,adult,hist_gradient_boosting,race,eod_violation
0.04,0.45,0.3999999999999999,10.499999999999998,adult,hist_gradient_boosting,race,eod_violation
0.04,0.5,0.20000000000000012,11.0,adult,hist_gradient_boosting,race,eod_violation
0.04,0.55,0.30000000000000004,8.999999999999998,adult,hist_gradient_boosting,race,eod_violation
0.04,0.6,1.0000000000000002,7.999999999999997,adult,hist_gradient_boosting,race,eod_violation
0.04,0.65,0.8,9.499999999999998,adult,hist_gradient_boosting,race,eod_violation
0.04,0.7,0.4000000000000009,8.999999999999998,adult,hist_gradient_boosting,race,eod_violation
0.05,0.3,0.40000000000000047,9.500000000000002,adult,hist_gradient_boosting,race,eod_violation
0.05,0.35,0.20000000000000012,7.499999999999999,adult,hist_gradient_boosting,race,eod_violation
0.05,0.4,0.10000000000000006,10.500000000000002,adult,hist_gradient_boosting,race,eod_violation
0.05,0.45,0.3999999999999999,13.500000000000004,adult,hist_gradient_boosting,race,eod_violation
0.05,0.5,0.3999999999999997,13.5,adult,hist_gradient_boosting,race,eod_violation
0.05,0.55,0.19999999999999968,10.0,adult,hist_gradient_boosting,race,eod_violation
0.05,0.6,1.1,10.0,adult,hist_gradient_boosting,race,eod_violation
0.05,0.65,0.7000000000000002,10.000000000000002,adult,hist_gradient_boosting,race,eod_violation
0.05,0.7,0.20000000000000046,12.000000000000004,adult,hist_gradient_boosting,race,eod_violation
0.06,0.3,0.8000000000000009,11.499999999999996,adult,hist_gradient_boosting,race,eod_violation
0.06,0.35,0.0,8.0,adult,hist_gradient_boosting,race,eod_violation
0.06,0.4,0.6999999999999998,8.5,adult,hist_gradient_boosting,race,eod_violation
0.06,0.45,0.19999999999999968,12.499999999999998,adult,hist_gradient_boosting,race,eod_violation
0.06,0.5,0.4999999999999997,14.499999999999996,adult,hist_gradient_boosting,race,eod_violation
0.06,0.55,0.3999999999999999,12.0,adult,hist_gradient_boosting,race,eod_violation
0.06,0.6,1.0000000000000007,10.999999999999996,adult,hist_gradient_boosting,race,eod_violation
0.06,0.65,1.2000000000000008,7.999999999999997,adult,hist_gradient_boosting,race,eod_violation
0.06,0.7,0.4000000000000009,8.999999999999998,adult,hist_gradient_boosting,race,eod_violation
0.07,0.3,0.9999999999999989,12.499999999999995,adult,hist_gradient_boosting,race,eod_violation
0.07,0.35,0.39999999999999913,11.5,adult,hist_gradient_boosting,race,eod_violation
0.07,0.4,0.7999999999999994,8.999999999999998,adult,hist_gradient_boosting,race,eod_violation
0.07,0.45,0.7999999999999998,9.0,adult,hist_gradient_boosting,race,eod_violation
0.07,0.5,0.49999999999999917,10.999999999999996,adult,hist_gradient_boosting,race,eod_violation
0.07,0.55,0.5000000000000006,12.999999999999995,adult,hist_gradient_boosting,race,eod_violation
0.07,0.6,0.2999999999999992,16.499999999999996,adult,hist_gradient_boosting,race,eod_violation
0.07,0.65,0.3000000000000003,9.499999999999995,adult,hist_gradient_boosting,race,eod_violation
0.07,0.7,0.20000000000000046,7.499999999999994,adult,hist_gradient_boosting,race,eod_violation
0.08,0.3,1.199999999999999,8.500000000000007,adult,hist_gradient_boosting,race,eod_violation
0.08,0.35,0.6999999999999993,12.000000000000005,adult,hist_gradient_boosting,race,eod_violation
0.08,0.4,0.20000000000000012,10.500000000000004,adult,hist_gradient_boosting,race,eod_violation
0.08,0.45,0.5999999999999995,6.000000000000003,adult,hist_gradient_boosting,race,eod_violation
0.08,0.5,0.29999999999999905,7.000000000000004,adult,hist_gradient_boosting,race,eod_violation
0.08,0.55,0.7000000000000007,12.000000000000005,adult,hist_gradient_boosting,race,eod_violation
0.08,0.6,0.3000000000000003,12.00000000000001,adult,hist_gradient_boosting,race,eod_violation
0.08,0.65,0.6000000000000006,9.500000000000007,adult,hist_gradient_boosting,race,eod_violation
0.08,0.7,0.4000000000000009,8.500000000000007,adult,hist_gradient_boosting,race,eod_violation
0.09,0.3,0.40000000000000047,6.499999999999999,adult,hist_gradient_boosting,race,eod_violation
0.09,0.35,0.0,10.999999999999996,adult,hist_gradient_boosting,race,eod_violation
0.09,0.4,0.40000000000000024,8.5,adult,hist_gradient_boosting,race,eod_violation
0.09,0.45,0.10000000000000012,10.499999999999996,adult,hist_gradient_boosting,race,eod_violation
0.09,0.5,0.7000000000000004,6.999999999999999,adult,hist_gradient_boosting,race,eod_violation
0.09,0.55,0.5000000000000006,8.0,adult,hist_gradient_boosting,race,eod_violation
0.09,0.6,0.20000000000000023,4.999999999999998,adult,hist_gradient_boosting,race,eod_violation
0.09,0.65,0.40000000000000047,6.499999999999999,adult,hist_gradient_boosting,race,eod_violation
0.09,0.7,0.20000000000000046,7.5,adult,hist_gradient_boosting,race,eod_violation
0.1,0.3,0.6000000000000006,8.0,adult,hist_gradient_boosting,race,eod_violation
0.1,0.35,0.29999999999999905,7.5,adult,hist_gradient_boosting,race,eod_violation
0.1,0.4,0.10000000000000006,7.5,adult,hist_gradient_boosting,race,eod_violation
0.1,0.45,0.2999999999999992,8.5,adult,hist_gradient_boosting,race,eod_violation
0.1,0.5,0.20000000000000012,5.499999999999998,adult,hist_gradient_boosting,race,eod_violation
0.1,0.55,0.3000000000000003,4.499999999999997,adult,hist_gradient_boosting,race,eod_violation
0.1,0.6,0.0,3.499999999999997,adult,hist_gradient_boosting,race,eod_violation
0.1,0.65,0.10000000000000012,4.499999999999997,adult,hist_gradient_boosting,race,eod_violation
0.1,0.7,0.0,7.5,adult,hist_gradient_boosting,race,eod_violation
0.11,0.3,0.20000000000000023,5.000000000000007,adult,hist_gradient_boosting,race,eod_violation
0.11,0.35,0.10000000000000006,5.000000000000002,adult,hist_gradient_boosting,race,eod_violation
0.11,0.4,0.20000000000000012,8.5,adult,hist_gradient_boosting,race,eod_violation
0.11,0.45,0.3000000000000003,2.0000000000000027,adult,hist_gradient_boosting,race,eod_violation
0.11,0.5,0.10000000000000006,4.500000000000006,adult,hist_gradient_boosting,race,eod_violation
0.11,0.55,0.10000000000000012,3.000000000000004,adult,hist_gradient_boosting,race,eod_violation
0.11,0.6,0.20000000000000023,2.5000000000000036,adult,hist_gradient_boosting,race,eod_violation
0.11,0.65,0.40000000000000047,3.500000000000005,adult,hist_gradient_boosting,race,eod_violation
0.11,0.7,1.0000000000000022,5.000000000000002,adult,hist_gradient_boosting,race,eod_violation
0.12,0.3,0.5999999999999984,3.499999999999997,adult,hist_gradient_boosting,race,eod_violation
0.12,0.35,0.39999999999999913,1.9999999999999958,adult,hist_gradient_boosting,race,eod_violation
0.12,0.4,0.49999999999999917,3.9999999999999973,adult,hist_gradient_boosting,race,eod_violation
0.12,0.45,0.49999999999999944,2.499999999999996,adult,hist_gradient_boosting,race,eod_violation
0.12,0.5,0.0,3.9999999999999973,adult,hist_gradient_boosting,race,eod_violation
0.12,0.55,0.10000000000000012,2.499999999999996,adult,hist_gradient_boosting,race,eod_violation
0.12,0.6,0.10000000000000012,2.0000000000000013,adult,hist_gradient_boosting,race,eod_violation
0.12,0.65,0.39999999999999936,3.9999999999999973,adult,hist_gradient_boosting,race,eod_violation
0.12,0.7,0.5999999999999991,2.9999999999999964,adult,hist_gradient_boosting,race,eod_violation
0.13,0.3,0.40000000000000047,3.4999999999999947,adult,hist_gradient_boosting,race,eod_violation
0.13,0.35,0.0,1.5,adult,hist_gradient_boosting,race,eod_violation
0.13,0.4,0.10000000000000006,1.0,adult,hist_gradient_boosting,race,eod_violation
0.13,0.45,0.3000000000000003,3.9999999999999947,adult,hist_gradient_boosting,race,eod_violation
0.13,0.5,0.10000000000000006,1.9999999999999944,adult,hist_gradient_boosting,race,eod_violation
0.13,0.55,0.2999999999999992,2.4999999999999947,adult,hist_gradient_boosting,race,eod_violation
0.13,0.6,0.10000000000000012,1.9999999999999944,adult,hist_gradient_boosting,race,eod_violation
0.13,0.65,0.5999999999999995,2.4999999999999947,adult,hist_gradient_boosting,race,eod_violation
0.13,0.7,0.6000000000000013,1.5,adult,hist_gradient_boosting,race,eod_violation
0.14,0.3,0.20000000000000023,1.0000000000000013,adult,hist_gradient_boosting,race,eod_violation
0.14,0.35,0.10000000000000006,1.500000000000002,adult,hist_gradient_boosting,race,eod_violation
0.14,0.4,0.0,1.0000000000000013,adult,hist_gradient_boosting,race,eod_violation
0.14,0.45,0.3000000000000003,2.5000000000000036,adult,hist_gradient_boosting,race,eod_violation
0.14,0.5,0.30000000000000016,2.0000000000000027,adult,hist_gradient_boosting,race,eod_violation
0.14,0.55,0.10000000000000012,2.5000000000000036,adult,hist_gradient_boosting,race,eod_violation
0.14,0.6,0.10000000000000012,2.499999999999998,adult,hist_gradient_boosting,race,eod_violation
0.14,0.65,0.3000000000000003,1.0000000000000013,adult,hist_gradient_boosting,race,eod_violation
0.14,0.7,0.20000000000000046,0.5000000000000007,adult,hist_gradient_boosting,race,eod_violation
0.15,0.3,0.20000000000000023,0.0,adult,hist_gradient_boosting,race,eod_violation
0.15,0.35,0.0,0.5000000000000007,adult,hist_gradient_boosting,race,eod_violation
0.15,0.4,0.10000000000000006,0.5000000000000007,adult,hist_gradient_boosting,race,eod_violation
0.15,0.45,0.10000000000000012,0.5000000000000007,adult,hist_gradient_boosting,race,eod_violation
0.15,0.5,0.10000000000000006,2.0000000000000027,adult,hist_gradient_boosting,race,eod_violation
0.15,0.55,0.20000000000000023,2.0000000000000027,adult,hist_gradient_boosting,race,eod_violation
0.15,0.6,0.20000000000000023,2.0000000000000027,adult,hist_gradient_boosting,race,eod_violation
0.15,0.65,0.20000000000000023,1.0000000000000013,adult,hist_gradient_boosting,race,eod_violation
0.15,0.7,0.4000000000000009,0.5000000000000007,adult,hist_gradient_boosting,race,eod_violation
0.16,0.3,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
0.16,0.35,0.0,0.5,adult,hist_gradient_boosting,race,eod_violation
0.16,0.4,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
0.16,0.45,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
0.16,0.5,0.0,0.5,adult,hist_gradient_boosting,race,eod_violation
0.16,0.55,0.10000000000000012,0.5,adult,hist_gradient_boosting,race,eod_violation
0.16,0.6,0.10000000000000012,1.5,adult,hist_gradient_boosting,race,eod_violation
0.16,0.65,0.0,1.0,adult,hist_gradient_boosting,race,eod_violation
0.16,0.7,0.0,0.5,adult,hist_gradient_boosting,race,eod_violation
0.17,0.3,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
0.17,0.35,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
0.17,0.4,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
0.17,0.45,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
0.17,0.5,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
0.17,0.55,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
0.17,0.6,0.10000000000000012,0.5000000000000007,adult,hist_gradient_boosting,race,eod_violation
0.17,0.65,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
0.17,0.7,0.20000000000000046,0.5000000000000007,adult,hist_gradient_boosting,race,eod_violation
0.18,0.3,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
0.18,0.35,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
0.18,0.4,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
0.18,0.45,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
0.18,0.5,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
0.18,0.55,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
0.18,0.6,0.10000000000000012,0.0,adult,hist_gradient_boosting,race,eod_violation
0.18,0.65,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
0.18,0.7,0.20000000000000046,0.0,adult,hist_gradient_boosting,race,eod_violation
0.19,0.3,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
0.19,0.35,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
0.19,0.4,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
0.19,0.45,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
0.19,0.5,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
0.19,0.55,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
0.19,0.6,0.10000000000000012,0.0,adult,hist_gradient_boosting,race,eod_violation
0.19,0.65,0.0,0.5,adult,hist_gradient_boosting,race,eod_violation
0.19,0.7,0.20000000000000046,0.0,adult,hist_gradient_boosting,race,eod_violation
0.2,0.3,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
0.2,0.35,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
0.2,0.4,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
0.2,0.45,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
0.2,0.5,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
0.2,0.55,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
0.2,0.6,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
0.2,0.65,0.0,0.5000000000000007,adult,hist_gradient_boosting,race,eod_violation
0.2,0.7,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
0.21,0.3,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
0.21,0.35,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
0.21,0.4,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
0.21,0.45,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
0.21,0.5,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
0.21,0.55,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
0.21,0.6,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
0.21,0.65,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
0.21,0.7,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
0.22,0.3,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
0.22,0.35,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
0.22,0.4,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
0.22,0.45,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
0.22,0.5,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
0.22,0.55,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
0.22,0.6,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
0.22,0.65,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
0.22,0.7,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
0.23,0.3,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
0.23,0.35,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
0.23,0.4,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
0.23,0.45,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
0.23,0.5,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
0.23,0.55,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
0.23,0.6,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
0.23,0.65,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
0.23,0.7,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
0.24,0.3,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
0.24,0.35,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
0.24,0.4,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
0.24,0.45,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
0.24,0.5,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
0.24,0.55,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
0.24,0.6,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
0.24,0.65,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
0.24,0.7,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
0.25,0.3,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
0.25,0.35,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
0.25,0.4,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
0.25,0.45,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
0.25,0.5,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
0.25,0.55,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
0.25,0.6,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
0.25,0.65,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
0.25,0.7,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
0.26,0.3,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
0.26,0.35,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
0.26,0.4,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
0.26,0.45,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
0.26,0.5,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
0.26,0.55,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
0.26,0.6,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
0.26,0.65,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
0.26,0.7,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
0.27,0.3,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
0.27,0.35,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
0.27,0.4,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
0.27,0.45,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
0.27,0.5,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
0.27,0.55,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
0.27,0.6,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
0.27,0.65,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
0.27,0.7,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
0.28,0.3,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
0.28,0.35,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
0.28,0.4,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
0.28,0.45,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
0.28,0.5,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
0.28,0.55,0.0,0.0,adult,hist_gradient_boosting,race,eod_violation
