dataset,model,protected_attribute,fairness_metric,audit_tolerance,pass_probability,n_retrainings,mean_violation,sd_violation,median_violation,q05,q95,mean_accuracy,sd_accuracy,mean_auroc,sd_auroc,mean_min_group_n,mean_min_positive_group_n,mean_min_negative_group_n,verdict_instability,audit_agreement
acs_income,hist_gradient_boosting,race,dpr_violation,0.010000000000000009,0.0,100,0.23721971095264974,0.032868822899374116,0.2350548378376917,0.18601358980125396,0.29449892021339263,0.8095600000000001,0.007059134541243758,0.8902881034406769,0.005774328388784498,1138.78,412.75,726.03,0.0,1.0
acs_income,hist_gradient_boosting,race,dpr_violation,0.020000000000000018,0.0,100,0.23721971095264974,0.032868822899374116,0.2350548378376917,0.18601358980125396,0.29449892021339263,0.8095600000000001,0.007059134541243758,0.8902881034406769,0.005774328388784498,1138.78,412.75,726.03,0.0,1.0
acs_income,hist_gradient_boosting,race,dpr_violation,0.030000000000000027,0.0,100,0.23721971095264974,0.032868822899374116,0.2350548378376917,0.18601358980125396,0.29449892021339263,0.8095600000000001,0.007059134541243758,0.8902881034406769,0.005774328388784498,1138.78,412.75,726.03,0.0,1.0
acs_income,hist_gradient_boosting,race,dpr_violation,0.040000000000000036,0.0,100,0.23721971095264974,0.032868822899374116,0.2350548378376917,0.18601358980125396,0.29449892021339263,0.8095600000000001,0.007059134541243758,0.8902881034406769,0.005774328388784498,1138.78,412.75,726.03,0.0,1.0
acs_income,hist_gradient_boosting,race,dpr_violation,0.050000000000000044,0.0,100,0.23721971095264974,0.032868822899374116,0.2350548378376917,0.18601358980125396,0.29449892021339263,0.8095600000000001,0.007059134541243758,0.8902881034406769,0.005774328388784498,1138.78,412.75,726.03,0.0,1.0
acs_income,hist_gradient_boosting,race,dpr_violation,0.06000000000000005,0.0,100,0.23721971095264974,0.032868822899374116,0.2350548378376917,0.18601358980125396,0.29449892021339263,0.8095600000000001,0.007059134541243758,0.8902881034406769,0.005774328388784498,1138.78,412.75,726.03,0.0,1.0
acs_income,hist_gradient_boosting,race,dpr_violation,0.06999999999999995,0.0,100,0.23721971095264974,0.032868822899374116,0.2350548378376917,0.18601358980125396,0.29449892021339263,0.8095600000000001,0.007059134541243758,0.8902881034406769,0.005774328388784498,1138.78,412.75,726.03,0.0,1.0
acs_income,hist_gradient_boosting,race,dpr_violation,0.07999999999999996,0.0,100,0.23721971095264974,0.032868822899374116,0.2350548378376917,0.18601358980125396,0.29449892021339263,0.8095600000000001,0.007059134541243758,0.8902881034406769,0.005774328388784498,1138.78,412.75,726.03,0.0,1.0
acs_income,hist_gradient_boosting,race,dpr_violation,0.08999999999999997,0.0,100,0.23721971095264974,0.032868822899374116,0.2350548378376917,0.18601358980125396,0.29449892021339263,0.8095600000000001,0.007059134541243758,0.8902881034406769,0.005774328388784498,1138.78,412.75,726.03,0.0,1.0
acs_income,hist_gradient_boosting,race,dpr_violation,0.09999999999999998,0.0,100,0.23721971095264974,0.032868822899374116,0.2350548378376917,0.18601358980125396,0.29449892021339263,0.8095600000000001,0.007059134541243758,0.8902881034406769,0.005774328388784498,1138.78,412.75,726.03,0.0,1.0
acs_income,hist_gradient_boosting,race,dpr_violation,0.10999999999999999,0.0,100,0.23721971095264974,0.032868822899374116,0.2350548378376917,0.18601358980125396,0.29449892021339263,0.8095600000000001,0.007059134541243758,0.8902881034406769,0.005774328388784498,1138.78,412.75,726.03,0.0,1.0
acs_income,hist_gradient_boosting,race,dpr_violation,0.12,0.0,100,0.23721971095264974,0.032868822899374116,0.2350548378376917,0.18601358980125396,0.29449892021339263,0.8095600000000001,0.007059134541243758,0.8902881034406769,0.005774328388784498,1138.78,412.75,726.03,0.0,1.0
acs_income,hist_gradient_boosting,race,dpr_violation,0.13,0.0,100,0.23721971095264974,0.032868822899374116,0.2350548378376917,0.18601358980125396,0.29449892021339263,0.8095600000000001,0.007059134541243758,0.8902881034406769,0.005774328388784498,1138.78,412.75,726.03,0.0,1.0
